572,8,4,E,42,-7.5,
573,8,4,S,47,33.6,
574,8,4,W,40,-36.4,
575,8,4,N,29,10.3,
576,8,5,E,73,-17.6,
577,8,5,S,56,36.7,
578,8,5,W,59,10.1,
579,8,5,N,11,-29.2,
580,8,6,E,67,-10.8,
581,8,6,S,9,-25.5,
582,8,6,W,60,30,
583,8,6,N,62,6.3,
584,8,7,E,41,-12.2,
585,8,7,S,3,2.4,
586,8,7,W,15,-23.4,
587,8,7,N,45,33.2,
588,8,8,E,18,-28.6,
589,8,8,S,24,26.9,
590,8,8,W,20,-11.9,
591,8,8,N,17,13.6,-20
592,8,9,E,58,13.5,
593,8,9,S,22,-9.9,
594,8,9,W,33,30.6,
595,8,9,N,57,-34.2,
596,8,10,E,43,-4.1,
597,8,10,S,51,9.4,
598,8,10,W,34,-33.5,
599,8,10,N,10,28.2,
600,8,11,E,53,-16,
601,8,11,S,79,-26.5,
602,8,11,W,76,11.3,
603,8,11,N,31,31.2,
604,8,12,E,55,6.6,
605,8,12,S,49,-4.9,
606,8,12,W,28,-21.8,
607,8,12,N,68,20.1,
608,8,13,E,50,3.8,
609,8,13,S,16,-28.7,
610,8,13,W,6,39.7,
611,8,13,N,66,-14.8,
612,8,14,E,38,-46.4,
613,8,14,S,80,34.8,
614,8,14,W,37,14,
615,8,14,N,4,-2.4,
616,8,15,E,35,-34.4,
617,8,15,S,65,11.6,
618,8,15,W,61,-4.6,
619,8,15,N,23,27.4,
620,8,16,E,78,-34.7,
621,8,16,S,77,10.4,
622,8,16,W,13,-30,
623,8,16,N,2,-2.8,
624,8,17,E,72,1.6,
625,8,17,S,54,-12.3,
626,8,17,W,44,36.1,
627,8,17,N,25,-25.4,
628,8,18,E,36,-1.5,
629,8,18,S,26,12.1,
630,8,18,W,70,34.6,-20
631,8,18,N,46,-45.2,
632,8,19,E,74,-33.5,
633,8,19,S,52,37.7,
634,8,19,W,5,-8.6,-20
635,8,19,N,64,4.4,
636,8,20,E,63,-30.9,
637,8,20,S,71,15.5,
638,8,20,W,14,27.6,
639,8,20,N,30,-12.2,
